rank	tribe_id	cluster_id	seq_count	assigned_count	unassigned_or_missing_count	dominant_subfamily	dominant_subfamily_count	dominant_subfamily_pct_total	dominant_subfamily_pct_assigned	subfamily_breakdown
1	tribe01	2942	27	13	14	s6_7seqs	13	48.15	100.00	s6_7seqs:13
2	tribe02	58480	23	23	0	s3_43seqs	23	100.00	100.00	s3_43seqs:23
3	tribe03	88002	22	22	0	s3_43seqs	22	100.00	100.00	s3_43seqs:22
4	tribe04	165663	22	18	4	s8_225seqs	18	81.82	100.00	s8_225seqs:18
5	tribe05	324302	19	4	15	s6_7seqs	4	21.05	100.00	s6_7seqs:4
6	tribe06	136585	16	6	10	s4_60seqs	3	18.75	50.00	s4_60seqs:3;s6_7seqs:3
7	tribe07	145350	16	0	16	unassigned	0	0.00	0.00	-
8	tribe08	193989	16	11	5	s6_7seqs	6	37.50	54.55	s6_7seqs:6;s4_60seqs:5
9	tribe09	209173	16	8	8	s6_7seqs	5	31.25	62.50	s6_7seqs:5;s4_60seqs:3
10	tribe10	51653	15	11	4	s7g_172seqs	11	73.33	100.00	s7g_172seqs:11
11	tribe11	226462	15	13	2	s6_7seqs	13	86.67	100.00	s6_7seqs:13
12	tribe12	232637	15	15	0	s8_225seqs	15	100.00	100.00	s8_225seqs:15
13	tribe13	318951	15	15	0	s6_7seqs	15	100.00	100.00	s6_7seqs:15
14	tribe14	318952	15	14	1	s2_38seqs	14	93.33	100.00	s2_38seqs:14
15	tribe15	232796	14	3	11	s6_7seqs	3	21.43	100.00	s6_7seqs:3
16	tribe16	255772	14	2	12	s8_225seqs	2	14.29	100.00	s8_225seqs:2
17	tribe17	313034	14	14	0	s8_225seqs	14	100.00	100.00	s8_225seqs:14
18	tribe18	377083	14	14	0	s7g_172seqs	14	100.00	100.00	s7g_172seqs:14
19	tribe19	58541	13	2	11	s3_43seqs	2	15.38	100.00	s3_43seqs:2
20	tribe20	88013	13	0	13	unassigned	0	0.00	0.00	-
21	tribe21	163248	13	10	3	s4_60seqs	9	69.23	90.00	s4_60seqs:9;s6_7seqs:1
22	tribe22	181257	13	1	12	s9_20seqs	1	7.69	100.00	s9_20seqs:1
23	tribe23	195426	13	6	7	s4_60seqs	3	23.08	50.00	s4_60seqs:3;s6_7seqs:3
24	tribe24	197242	13	1	12	s4_60seqs	1	7.69	100.00	s4_60seqs:1
25	tribe25	209061	13	11	2	s4_60seqs	11	84.62	100.00	s4_60seqs:11
26	tribe26	255882	13	9	4	s7g_172seqs	9	69.23	100.00	s7g_172seqs:9
27	tribe27	255896	13	12	1	s1_30seqs	12	92.31	100.00	s1_30seqs:12
28	tribe28	337296	13	13	0	s8_225seqs	13	100.00	100.00	s8_225seqs:13
29	tribe29	340993	13	11	2	s7g_172seqs	11	84.62	100.00	s7g_172seqs:11
30	tribe30	359219	13	12	1	s8_225seqs	12	92.31	100.00	s8_225seqs:12
31	tribe31	360783	13	1	12	s2_38seqs	1	7.69	100.00	s2_38seqs:1
32	tribe32	58506	12	10	2	s3_43seqs	10	83.33	100.00	s3_43seqs:10
33	tribe33	76277	12	12	0	s6_7seqs	12	100.00	100.00	s6_7seqs:12
34	tribe34	101126	12	0	12	unassigned	0	0.00	0.00	-
35	tribe35	130913	12	1	11	s8_225seqs	1	8.33	100.00	s8_225seqs:1
36	tribe36	181184	12	10	2	s6_7seqs	10	83.33	100.00	s6_7seqs:10
37	tribe37	181249	12	2	10	s1_30seqs	2	16.67	100.00	s1_30seqs:2
38	tribe38	183252	12	4	8	s4_60seqs	4	33.33	100.00	s4_60seqs:4
39	tribe39	205866	12	6	6	s4_60seqs	5	41.67	83.33	s4_60seqs:5;s6_7seqs:1
40	tribe40	209160	12	7	5	s8_225seqs	7	58.33	100.00	s8_225seqs:7
41	tribe41	219145	12	12	0	s6_7seqs	12	100.00	100.00	s6_7seqs:12
42	tribe42	222443	12	10	2	s4_60seqs	10	83.33	100.00	s4_60seqs:10
43	tribe43	360764	12	9	3	s6_7seqs	9	75.00	100.00	s6_7seqs:9
44	tribe44	362165	12	4	8	s2_38seqs	4	33.33	100.00	s2_38seqs:4
45	tribe45	115625	11	5	6	s7g_172seqs	5	45.45	100.00	s7g_172seqs:5
46	tribe46	115642	11	2	9	s3_43seqs	2	18.18	100.00	s3_43seqs:2
47	tribe47	115672	11	7	4	s1_30seqs	6	54.55	85.71	s1_30seqs:6;s9_20seqs:1
48	tribe48	159657	11	6	5	s4_60seqs	4	36.36	66.67	s4_60seqs:4;s6_7seqs:2
49	tribe49	232904	11	10	1	s7g_172seqs	10	90.91	100.00	s7g_172seqs:10
50	tribe50	256954	11	11	0	s6_7seqs	11	100.00	100.00	s6_7seqs:11
51	tribe51	266238	11	4	7	s6_7seqs	3	27.27	75.00	s6_7seqs:3;s4_60seqs:1
52	tribe52	266532	11	11	0	s6_7seqs	11	100.00	100.00	s6_7seqs:11
53	tribe53	269483	11	3	8	s4_60seqs	2	18.18	66.67	s4_60seqs:2;s6_7seqs:1
54	tribe54	275893	11	11	0	s2_38seqs	11	100.00	100.00	s2_38seqs:11
55	tribe55	276595	11	11	0	s6_7seqs	11	100.00	100.00	s6_7seqs:11
56	tribe56	305007	11	7	4	s3_43seqs	7	63.64	100.00	s3_43seqs:7
57	tribe57	330646	11	11	0	s6_7seqs	11	100.00	100.00	s6_7seqs:11
58	tribe58	379284	11	11	0	s6_7seqs	11	100.00	100.00	s6_7seqs:11
59	tribe59	369	10	10	0	s4_60seqs	8	80.00	80.00	s4_60seqs:8;s6_7seqs:2
60	tribe60	51648	10	10	0	s6_7seqs	10	100.00	100.00	s6_7seqs:10
61	tribe61	101125	10	9	1	s7g_172seqs	9	90.00	100.00	s7g_172seqs:9
62	tribe62	101148	10	3	7	s2_38seqs	3	30.00	100.00	s2_38seqs:3
63	tribe63	134673	10	4	6	s4_60seqs	4	40.00	100.00	s4_60seqs:4
64	tribe64	146349	10	2	8	s6_7seqs	2	20.00	100.00	s6_7seqs:2
65	tribe65	151837	10	6	4	s8_225seqs	4	40.00	66.67	s8_225seqs:4;s6_7seqs:2
66	tribe66	159280	10	6	4	s6_7seqs	5	50.00	83.33	s6_7seqs:5;s4_60seqs:1
67	tribe67	181326	10	2	8	s5_5seqs	2	20.00	100.00	s5_5seqs:2
68	tribe68	181913	10	8	2	s4_60seqs	7	70.00	87.50	s4_60seqs:7;s6_7seqs:1
69	tribe69	209078	10	0	10	unassigned	0	0.00	0.00	-
70	tribe70	209153	10	10	0	s2_38seqs	10	100.00	100.00	s2_38seqs:10
71	tribe71	232856	10	10	0	s6_7seqs	10	100.00	100.00	s6_7seqs:10
72	tribe72	255873	10	9	1	s7g_172seqs	9	90.00	100.00	s7g_172seqs:9
73	tribe73	273764	10	6	4	s4_60seqs	3	30.00	50.00	s4_60seqs:3;s6_7seqs:3
74	tribe74	292520	10	9	1	s6_7seqs	8	80.00	88.89	s6_7seqs:8;s5_5seqs:1
75	tribe75	293067	10	8	2	s4_60seqs	8	80.00	100.00	s4_60seqs:8
76	tribe76	313004	10	3	7	s6_7seqs	2	20.00	66.67	s6_7seqs:2;s5_5seqs:1
77	tribe77	318977	10	3	7	s4_60seqs	2	20.00	66.67	s4_60seqs:2;s6_7seqs:1
78	tribe78	318987	10	5	5	s6_7seqs	5	50.00	100.00	s6_7seqs:5
79	tribe79	324263	10	0	10	unassigned	0	0.00	0.00	-
80	tribe80	355688	10	7	3	s4_60seqs	7	70.00	100.00	s4_60seqs:7
81	tribe81	359196	10	3	7	s6_7seqs	3	30.00	100.00	s6_7seqs:3
82	tribe82	359223	10	10	0	s4_60seqs	10	100.00	100.00	s4_60seqs:10
83	tribe83	1346	9	4	5	s4_60seqs	4	44.44	100.00	s4_60seqs:4
84	tribe84	23851	9	2	7	s9_20seqs	2	22.22	100.00	s9_20seqs:2
85	tribe85	76302	9	5	4	s3_43seqs	4	44.44	80.00	s3_43seqs:4;s8_225seqs:1
86	tribe86	117556	9	3	6	s4_60seqs	3	33.33	100.00	s4_60seqs:3
87	tribe87	145491	9	7	2	s7g_172seqs	7	77.78	100.00	s7g_172seqs:7
88	tribe88	145551	9	9	0	s5_5seqs	9	100.00	100.00	s5_5seqs:9
89	tribe89	164992	9	7	2	s6_7seqs	5	55.56	71.43	s6_7seqs:5;s4_60seqs:2
90	tribe90	166725	9	9	0	s4_60seqs	8	88.89	88.89	s4_60seqs:8;s6_7seqs:1
91	tribe91	178347	9	4	5	s4_60seqs	4	44.44	100.00	s4_60seqs:4
92	tribe92	178772	9	9	0	s4_60seqs	9	100.00	100.00	s4_60seqs:9
